# Initial configuration of rods
#
C 0 0.0035 0.989539 1.016353 0.904042 0.989539 1.016353 1.084042
C 1 0.0035 0.939880 0.996328 0.883280 0.939880 0.996328 1.063280
C 2 0.0035 0.975776 1.011413 0.954030 0.975776 1.011413 1.134030
C 3 0.0035 0.988318 1.033162 0.903764 0.988318 1.033162 1.083764
C 4 0.0035 0.960927 0.935202 0.899129 0.960927 0.935202 1.079129
C 5 0.0035 0.986014 0.996700 0.904313 0.986014 0.996700 1.084313
C 6 0.0035 0.956998 1.027179 0.916220 0.956998 1.027179 1.096220
C 7 0.0035 1.031434 0.944168 0.898623 1.031434 0.944168 1.078623
C 8 0.0035 1.022622 1.014555 0.974849 1.022622 1.014555 1.154849
C 9 0.0035 0.979899 0.967846 0.919378 0.979899 0.967846 1.099378
C 10 0.0035 1.027545 0.983608 0.879284 1.027545 0.983608 1.059284
C 11 0.0035 0.990293 0.977729 0.942696 0.990293 0.977729 1.122696
C 12 0.0035 1.058348 0.964988 0.937130 1.058348 0.964988 1.117130
C 13 0.0035 1.008364 1.001538 0.957153 1.008364 1.001538 1.137153
C 14 0.0035 0.981137 1.069389 0.934462 0.981137 1.069389 1.114462
C 15 0.0035 0.950212 1.018608 0.938685 0.950212 1.018608 1.118685
C 16 0.0035 0.946915 0.956331 0.940504 0.946915 0.956331 1.120504
C 17 0.0035 1.005658 0.934000 0.930457 1.005658 0.934000 1.110457
C 18 0.0035 0.979470 0.939151 0.956775 0.979470 0.939151 1.136775
C 19 0.0035 0.998945 0.960137 0.954421 0.998945 0.960137 1.134421
C 20 0.0035 1.032183 0.965068 0.923973 1.032183 0.965068 1.103973
C 21 0.0035 0.955788 0.966618 0.923664 0.955788 0.966618 1.103664
C 22 0.0035 0.984312 0.929430 0.907194 0.984312 0.929430 1.087194
C 23 0.0035 0.948757 0.972248 0.860416 0.948757 0.972248 1.040416
C 24 0.0035 1.025637 1.050129 0.866369 1.025637 1.050129 1.046369
C 25 0.0035 1.036419 1.003464 0.941188 1.036419 1.003464 1.121188
C 26 0.0035 1.038945 0.990030 0.863700 1.038945 0.990030 1.043700
C 27 0.0035 1.053575 1.031142 0.921926 1.053575 1.031142 1.101926
C 28 0.0035 0.960040 0.959772 0.928423 0.960040 0.959772 1.108423
C 29 0.0035 1.076506 1.016094 0.894456 1.076506 1.016094 1.074456
C 30 0.0035 0.948932 0.944993 0.895297 0.948932 0.944993 1.075297
C 31 0.0035 1.075349 0.979513 0.916296 1.075349 0.979513 1.096296
C 32 0.0035 1.064461 0.999102 0.898992 1.064461 0.999102 1.078992
C 33 0.0035 1.020293 0.971482 0.935608 1.020293 0.971482 1.115608
C 34 0.0035 1.032491 1.064377 0.894864 1.032491 1.064377 1.074864
C 35 0.0035 0.946580 0.988524 0.878925 0.946580 0.988524 1.058925
C 36 0.0035 0.939806 1.023299 0.909362 0.939806 1.023299 1.089362
C 37 0.0035 1.057079 1.038344 0.894856 1.057079 1.038344 1.074856
C 38 0.0035 0.956808 0.951920 0.865240 0.956808 0.951920 1.045240
C 39 0.0035 0.967385 1.016745 0.906948 0.967385 1.016745 1.086948
C 40 0.0035 1.034153 1.039914 0.871927 1.034153 1.039914 1.051927
C 41 0.0035 0.978739 0.989530 0.980069 0.978739 0.989530 1.160069
C 42 0.0035 1.060668 1.012776 0.867235 1.060668 1.012776 1.047235
C 43 0.0035 1.016654 1.060351 0.959541 1.016654 1.060351 1.139541
C 44 0.0035 0.993481 1.008004 0.900386 0.993481 1.008004 1.080386
C 45 0.0035 1.050340 0.961908 0.945657 1.050340 0.961908 1.125657
C 46 0.0035 1.044867 1.030140 0.895842 1.044867 1.030140 1.075842
C 47 0.0035 1.011943 1.024598 0.877404 1.011943 1.024598 1.057404
C 48 0.0035 0.968191 0.936144 0.935253 0.968191 0.936144 1.115253
C 49 0.0035 0.973808 1.002180 0.837880 0.973808 1.002180 1.017880
C 50 0.0035 0.926750 1.010574 0.880264 0.926750 1.010574 1.060264
C 51 0.0035 1.029052 1.028636 0.843873 1.029052 1.028636 1.023873
C 52 0.0035 1.007926 0.984462 0.888664 1.007926 0.984462 1.068664
C 53 0.0035 1.010117 1.010183 0.966163 1.010117 1.010183 1.146163
C 54 0.0035 1.023917 0.952807 0.856169 1.023917 0.952807 1.036169
C 55 0.0035 1.050334 0.998740 0.906468 1.050334 0.998740 1.086468
C 56 0.0035 1.009126 1.040176 0.975582 1.009126 1.040176 1.155582
C 57 0.0035 0.999954 1.045681 0.900827 0.999954 1.045681 1.080827
C 58 0.0035 1.053786 1.055805 0.907012 1.053786 1.055805 1.087012
C 59 0.0035 1.067724 1.024115 0.891032 1.067724 1.024115 1.071032
C 60 0.0035 0.966259 1.036329 0.915498 0.966259 1.036329 1.095498
C 61 0.0035 0.993495 0.990208 0.979657 0.993495 0.990208 1.159657
C 62 0.0035 1.029629 1.017285 0.864556 1.029629 1.017285 1.044556
C 63 0.0035 1.005690 0.955934 0.976023 1.005690 0.955934 1.156023
C 64 0.0035 1.038409 0.960072 0.860097 1.038409 0.960072 1.040097
C 65 0.0035 0.966678 0.945361 0.865185 0.966678 0.945361 1.045185
C 66 0.0035 1.065915 0.967337 0.880318 1.065915 0.967337 1.060318
C 67 0.0035 1.039092 1.061929 0.915325 1.039092 1.061929 1.095325
C 68 0.0035 1.020588 1.036696 0.977402 1.020588 1.036696 1.157402
C 69 0.0035 0.976332 0.929554 0.889588 0.976332 0.929554 1.069588
C 70 0.0035 0.963447 0.977664 0.865171 0.963447 0.977664 1.045171
C 71 0.0035 1.036521 0.982369 0.962484 1.036521 0.982369 1.142484
C 72 0.0035 0.961205 1.049086 0.866996 0.961205 1.049086 1.046996
C 73 0.0035 1.009619 0.942882 0.933286 1.009619 0.942882 1.113286
C 74 0.0035 1.012892 0.958820 0.868292 1.012892 0.958820 1.048292
C 75 0.0035 1.011727 1.054305 0.964903 1.011727 1.054305 1.144903
C 76 0.0035 0.948016 0.980969 0.896805 0.948016 0.980969 1.076805
C 77 0.0035 1.052744 0.975323 0.902864 1.052744 0.975323 1.082864
C 78 0.0035 1.003706 1.071837 0.922432 1.003706 1.071837 1.102432
C 79 0.0035 1.043691 0.955168 0.912781 1.043691 0.955168 1.092781
C 80 0.0035 1.065909 0.956632 0.897673 1.065909 0.956632 1.077673
C 81 0.0035 1.011999 0.974789 0.838147 1.011999 0.974789 1.018147
C 82 0.0035 0.937418 1.004137 0.877945 0.937418 1.004137 1.057945
C 83 0.0035 1.051482 0.954204 0.878699 1.051482 0.954204 1.058699
C 84 0.0035 0.997851 0.972202 0.869806 0.997851 0.972202 1.049806
C 85 0.0035 0.952779 1.054121 0.893782 0.952779 1.054121 1.073782
C 86 0.0035 0.955921 0.979083 0.907693 0.955921 0.979083 1.087693
C 87 0.0035 0.972339 0.984677 0.953912 0.972339 0.984677 1.133912
C 88 0.0035 0.982128 1.042965 0.928253 0.982128 1.042965 1.108253
C 89 0.0035 1.045848 1.040775 0.871946 1.045848 1.040775 1.051946
C 90 0.0035 1.015702 0.965442 0.933092 1.015702 0.965442 1.113092
C 91 0.0035 1.004498 1.032616 0.857628 1.004498 1.032616 1.037628
C 92 0.0035 1.019980 1.004590 0.849489 1.019980 1.004590 1.029489
C 93 0.0035 0.930899 0.976304 0.938395 0.930899 0.976304 1.118395
C 94 0.0035 0.979626 0.981445 0.847404 0.979626 0.981445 1.027404
C 95 0.0035 1.062738 0.974990 0.934403 1.062738 0.974990 1.114403
C 96 0.0035 0.992443 0.933146 0.912997 0.992443 0.933146 1.092997
C 97 0.0035 1.061347 0.987568 0.912271 1.061347 0.987568 1.092271
C 98 0.0035 0.991911 1.046896 0.972904 0.991911 1.046896 1.152904
