# Initial configuration of rods
#
C 0 0.0035 1.061225 1.034581 0.854922 1.061225 1.034581 1.124086
C 1 0.0035 0.969723 0.960950 0.826146 0.969723 0.960950 1.083778
C 2 0.0035 0.987646 1.021964 0.852454 0.987646 1.021964 1.106143
C 3 0.0035 1.057701 0.997102 0.842080 1.057701 0.997102 1.095203
C 4 0.0035 0.965125 1.028563 0.837175 0.965125 1.028563 1.088497
C 5 0.0035 1.003667 0.975397 0.913307 1.003667 0.975397 1.163225
C 6 0.0035 1.009374 0.995247 0.825787 1.009374 0.995247 1.062988
C 7 0.0035 0.995280 1.062402 0.866511 0.995280 1.062402 1.103281
C 8 0.0035 1.042718 1.044914 0.834683 1.042718 1.044914 1.069338
C 9 0.0035 0.988948 1.039931 0.920092 0.988948 1.039931 1.149828
C 10 0.0035 0.982618 1.034757 0.952380 0.982618 1.034757 1.181534
C 11 0.0035 0.976900 0.975915 0.815165 0.976900 0.975915 1.042890
C 12 0.0035 0.921917 0.994570 0.883568 0.921917 0.994570 1.107362
C 13 0.0035 0.931517 1.019930 0.866489 0.931517 1.019930 1.084189
C 14 0.0035 1.039841 1.017400 0.920720 1.039841 1.017400 1.132745
C 15 0.0035 0.978058 1.021945 0.951136 0.978058 1.021945 1.158257
C 16 0.0035 0.981157 0.934485 0.855968 0.981157 0.934485 1.062479
C 17 0.0035 1.032466 1.065722 0.922530 1.032466 1.065722 1.123612
C 18 0.0035 1.030472 0.964424 0.933558 1.030472 0.964424 1.134493
C 19 0.0035 0.968719 0.942830 0.898092 0.968719 0.942830 1.097922
C 20 0.0035 1.030428 1.031697 0.880234 1.030428 1.031697 1.079497
C 21 0.0035 0.964307 0.980336 0.897714 0.964307 0.980336 1.093978
C 22 0.0035 0.974986 0.996028 0.903960 0.974986 0.996028 1.099434
C 23 0.0035 0.993832 0.945662 0.939736 0.993832 0.945662 1.135061
C 24 0.0035 1.050415 1.006109 0.906959 1.050415 1.006109 1.101523
C 25 0.0035 0.981681 0.990921 0.877175 0.981681 0.990921 1.069924
C 26 0.0035 1.014260 1.002615 0.905149 1.014260 1.002615 1.088250
C 27 0.0035 0.938577 0.974327 0.933901 0.938577 0.974327 1.116587
C 28 0.0035 0.998499 0.963392 0.844513 0.998499 0.963392 1.025382
C 29 0.0035 1.065145 0.986694 0.889204 1.065145 0.986694 1.066851
C 30 0.0035 1.006244 1.038482 0.886511 1.006244 1.038482 1.060495
C 31 0.0035 1.049644 0.957982 0.925184 1.049644 0.957982 1.092812
C 32 0.0035 1.042429 1.030684 0.859747 1.042429 1.030684 1.024246
C 33 0.0035 1.035260 0.989391 0.876375 1.035260 0.989391 1.040744
C 34 0.0035 0.982138 1.013671 0.953953 0.982138 1.013671 1.117856
C 35 0.0035 0.926223 1.010730 0.909922 0.926223 1.010730 1.072308
