# Initial configuration of rods
#
C 0 0.0035 0.977931 0.869080 1.216989 0.8282620.813873 0.989364
C 1 0.0035 1.141585 0.742636 0.969657 1.0623110.911740 1.172448
C 2 0.0035 1.331256 1.164735 1.033462 1.0963971.222666 0.902036
C 3 0.0035 1.083216 1.253763 0.716993 1.0306741.244470 0.986612
C 4 0.0035 0.634977 1.143137 0.951559 0.8401151.278241 0.854684
C 5 0.0035 0.792765 0.801265 0.724199 0.8878790.970177 0.899664
C 6 0.0035 1.200819 1.240808 0.868260 1.0946401.030342 0.958266
C 7 0.0035 1.014278 0.763320 0.781599 1.1790940.890416 0.909374
C 8 0.0035 1.448809 1.134380 1.034778 1.4481730.996976 0.834132
C 9 0.0035 1.274279 0.963470 1.077145 1.3505641.136927 0.926888
C 10 0.0035 1.122854 0.872590 1.334009 0.8840870.870131 1.335099
C 11 0.0035 1.063609 1.017754 0.987461 0.9530361.063941 1.193691
C 12 0.0035 0.984262 0.961227 0.738969 0.8736480.912471 0.552885
C 13 0.0035 1.273571 1.136125 1.045005 1.2861041.199868 0.835322
C 14 0.0035 1.200982 0.841303 1.134224 1.4040320.790858 1.195630
C 15 0.0035 1.450497 0.840388 1.106663 1.4757391.048233 1.057914
C 16 0.0035 0.998823 1.309189 0.641399 0.8163521.202221 0.661204
C 17 0.0035 0.702047 1.295757 0.983511 0.8001701.116027 1.035419
C 18 0.0035 0.910587 0.893475 1.421135 0.9101880.867003 1.213434
C 19 0.0035 1.273217 1.038227 1.105142 1.1628641.196958 1.182052
C 20 0.0035 1.208825 1.130147 1.362262 1.3814051.047795 1.280490
C 21 0.0035 1.140028 1.310863 0.909887 1.0229351.161541 0.828260
C 22 0.0035 1.094340 0.623640 0.930604 1.1124150.794107 0.820875
C 23 0.0035 0.612642 0.883391 1.046780 0.7483850.995101 1.148850
C 24 0.0035 0.777103 1.017691 1.100288 0.6658230.973386 0.944981
C 25 0.0035 1.124026 1.232672 1.252964 0.9546681.142378 1.289323
C 26 0.0035 1.191150 1.050848 0.803392 1.3638971.068289 0.717311
C 27 0.0035 0.889861 0.856852 0.661068 0.7062930.913256 0.644185
C 28 0.0035 0.799586 0.901308 1.121959 0.8134640.944709 1.308928
C 29 0.0035 1.128522 1.129532 1.327736 0.9487371.182038 1.345731
C 30 0.0035 1.052104 0.992960 1.183719 1.1124731.167452 1.218873
C 31 0.0035 0.979211 1.066372 1.003699 0.8090981.133517 1.044675
C 32 0.0035 0.990726 0.684559 1.013533 0.9637800.861826 1.067585
C 33 0.0035 1.319745 0.955770 1.081268 1.3492130.854395 0.928748
C 34 0.0035 0.816844 0.785219 0.851141 0.8090190.657998 0.984736
C 35 0.0035 0.903403 1.476617 0.905106 1.0677411.461945 0.843552
C 36 0.0035 1.222984 1.178418 0.746749 1.1934631.276313 0.888192
C 37 0.0035 1.058388 0.751234 0.630207 1.2108790.710591 0.698869
C 38 0.0035 0.781616 0.706648 1.178367 0.8142360.677993 1.011922
C 39 0.0035 1.092547 0.945064 0.714116 1.1111020.777279 0.716615
C 40 0.0035 1.196995 0.667786 1.114982 1.0653670.729577 1.030784
C 41 0.0035 0.831335 1.020113 0.599109 0.8580711.175887 0.557852
C 42 0.0035 1.216289 1.066965 0.971312 1.2252880.932000 1.062636
C 43 0.0035 1.364286 1.238461 0.792973 1.2718811.185714 0.669868
C 44 0.0035 1.245299 1.209499 0.996077 1.2422681.328654 1.105459
C 45 0.0035 1.439659 1.105180 0.971548 1.3438311.221669 1.026699
C 46 0.0035 0.875442 1.136977 0.651438 0.9388131.253270 0.738689
C 47 0.0035 1.163025 0.720619 0.954778 1.1747280.862966 1.023685
C 48 0.0035 0.666097 1.173807 1.107070 0.5607191.060063 1.092552
C 49 0.0035 1.162571 1.174052 0.816724 1.0704931.281551 0.878381
C 50 0.0035 0.982824 0.700538 0.872757 0.8707490.786336 0.810257
C 51 0.0035 0.759695 0.928126 1.028249 0.7078300.809419 1.108974
C 52 0.0035 0.684947 0.982719 0.713663 0.6934370.837022 0.689576
C 53 0.0035 0.675467 1.007681 0.834610 0.6448621.142230 0.865156
C 54 0.0035 1.075787 0.984835 0.844747 1.0537310.974257 0.982362
C 55 0.0035 0.788528 1.052534 1.147610 0.8265261.142861 1.049826
C 56 0.0035 0.849600 1.085870 0.778092 0.7293201.147769 0.760384
C 57 0.0035 0.783665 0.945946 1.176175 0.6636751.001564 1.143056
C 58 0.0035 0.611255 1.123184 0.888717 0.6901541.058008 0.976174
C 59 0.0035 1.009559 1.024960 1.354594 0.9667100.921710 1.281441
C 60 0.0035 1.186969 0.687836 0.767310 1.2266650.712315 0.890717
C 61 0.0035 1.206776 1.220756 0.684637 1.1389011.283162 0.778675
C 62 0.0035 1.094973 0.929234 0.842281 1.0202020.824671 0.824200
C 63 0.0035 1.341365 0.966457 0.756421 1.2670240.943763 0.860118
C 64 0.0035 0.914790 0.805853 0.897286 0.9016210.918343 0.959201
C 65 0.0035 0.701206 0.904709 1.043870 0.6665360.998173 1.124547
C 66 0.0035 0.708273 0.988646 0.827496 0.6919191.107798 0.784450
C 67 0.0035 1.376606 0.773911 1.116425 1.4409120.877947 1.079686
C 68 0.0035 1.064210 1.365612 0.890894 0.9557671.302938 0.894609
C 69 0.0035 1.165431 0.662362 1.048318 1.0452580.691053 1.064878
C 70 0.0035 1.270502 1.019132 0.609508 1.1716651.072799 0.660634
C 71 0.0035 1.142074 1.233029 1.110462 1.0589281.198580 1.029341
C 72 0.0035 1.008555 0.905584 1.396232 0.9975800.791296 1.431340
C 73 0.0035 1.101364 1.076000 1.242095 1.1848471.159770 1.243681
C 74 0.0035 0.769623 1.054199 1.271177 0.6905661.116428 1.209086
C 75 0.0035 1.168180 1.042835 1.120533 1.0856791.052805 1.038507
C 76 0.0035 0.964315 0.709610 1.228550 0.8491350.705242 1.227210
C 77 0.0035 0.713724 1.089450 0.862902 0.7266731.063011 0.751455
C 78 0.0035 1.184926 1.188982 0.839954 1.2898751.155021 0.811441
C 79 0.0035 0.777158 0.899143 0.897254 0.7901491.008674 0.870461
C 80 0.0035 1.129391 1.219138 0.986737 1.2020341.293283 0.941330
C 81 0.0035 1.082873 0.733685 0.869901 1.1278770.659870 0.942745
C 82 0.0035 0.941889 0.644070 0.984532 0.9017320.680715 1.082688
C 83 0.0035 1.027104 1.299922 1.250264 1.1175741.292527 1.184393
C 84 0.0035 1.490143 1.049418 0.920877 1.4054851.077835 0.985369
C 85 0.0035 1.062596 1.052251 0.797530 1.0168891.019335 0.706308
C 86 0.0035 1.011402 0.882403 1.380623 1.0892210.939386 1.426051
C 87 0.0035 0.896930 1.246958 1.328661 0.9195921.205681 1.423975
C 88 0.0035 1.192036 0.938840 1.198341 1.2030550.853744 1.260841
