# Initial configuration of rods
#
C 0 0.0125 2.189282 2.088112 3.004383 1.8722121.899495 2.666907
C 1 0.0125 2.063678 2.214914 1.556273 2.2071861.865192 1.883535
C 2 0.0125 2.139213 1.921049 1.647920 2.1214701.799711 2.132649
C 3 0.0125 1.876896 2.011460 0.091338 1.9993691.990991 0.575674
C 4 0.0125 1.970475 1.817063 2.487744 2.1722272.150309 2.801182
C 5 0.0125 1.860250 1.970405 1.616284 1.8878701.804682 2.087212
C 6 0.0125 2.214954 1.953044 1.188192 1.9948222.135278 1.598476
C 7 0.0125 2.007332 1.788770 2.075707 2.0547862.160249 2.406995
C 8 0.0125 2.190780 1.891686 0.760672 1.8650011.826032 0.387097
C 9 0.0125 2.076602 2.131041 3.860073 2.1724152.028523 3.380167
C 10 0.0125 2.126497 1.927979 1.076216 2.0289892.211188 0.675860
C 11 0.0125 1.850665 2.077906 3.049339 1.7857201.876296 3.502257
C 12 0.0125 1.898300 2.086900 2.974157 2.0252981.940421 3.435043
C 13 0.0125 1.998085 1.810182 1.789119 1.7927202.093013 1.431583
C 14 0.0125 2.096871 2.166475 2.402108 1.7938261.933539 2.724450
C 15 0.0125 2.166281 1.982737 0.491379 1.9081631.857053 0.900743
C 16 0.0125 2.166176 2.038058 3.051713 1.7646142.006413 2.755492
C 17 0.0125 2.153515 2.158966 3.062011 1.9681252.245524 3.518233
C 18 0.0125 1.847573 2.125926 0.638019 1.8716791.975313 1.114185
C 19 0.0125 1.777987 2.003655 1.025577 1.9422511.917924 0.561177
C 20 0.0125 2.053381 1.968054 1.283243 2.0460431.778065 0.820803
C 21 0.0125 1.923849 1.987333 0.145992 1.8545531.926611 0.637429
C 22 0.0125 2.227127 1.908300 2.007479 2.0373762.234900 2.335087
C 23 0.0125 2.145878 2.073532 0.614481 1.9735681.858158 1.031521
C 24 0.0125 2.031826 2.201433 0.547957 1.7928722.098351 0.121019
C 25 0.0125 2.025957 2.200988 2.236059 1.8867951.946096 2.643077
C 26 0.0125 1.983877 1.980064 3.694916 2.0350502.179454 3.239257
C 27 0.0125 2.045817 1.788701 3.216300 2.0076122.149654 2.872420
C 28 0.0125 2.150993 2.047779 1.841843 1.8888391.882292 1.449556
C 29 0.0125 2.030692 1.764682 2.823493 2.0716892.098178 3.193762
C 30 0.0125 1.789862 1.980550 3.173840 1.9377452.198193 2.748679
C 31 0.0125 1.890604 1.822535 3.267471 1.9339512.014795 2.807952
C 32 0.0125 2.075952 1.790724 3.393389 2.1165312.060318 3.812522
C 33 0.0125 1.929758 2.168316 2.238800 1.8477982.155197 1.745738
C 34 0.0125 1.831936 2.112564 2.758514 1.7931792.129799 2.260317
C 35 0.0125 2.030038 1.806109 1.964550 2.1258182.002142 2.414436
C 36 0.0125 1.807571 2.157494 1.549910 2.0277852.027179 1.120348
C 37 0.0125 1.846805 2.009179 1.977747 2.0114582.020135 1.505762
C 38 0.0125 1.932836 1.812749 1.193412 2.1064851.872172 1.658508
C 39 0.0125 2.155006 2.104773 3.242013 1.9929192.216756 2.782462
C 40 0.0125 2.048686 2.159704 1.100643 2.2363652.007745 1.538461
C 41 0.0125 2.029874 2.000078 2.061976 2.0184662.173340 1.593095
C 42 0.0125 2.130843 1.950655 3.405376 1.8153362.019160 3.023588
C 43 0.0125 2.061530 1.780295 2.597142 1.9787421.816999 2.105411
C 44 0.0125 1.901463 1.973477 2.131346 1.8839441.828890 2.609664
C 45 0.0125 2.100054 1.929320 0.041807 1.9975771.908917 0.530767
C 46 0.0125 2.010207 1.758647 3.755736 2.0448051.827681 3.261735
C 47 0.0125 1.944780 2.003616 1.078967 2.2341561.977510 1.485883
C 48 0.0125 2.189671 2.152963 3.995348 2.0485381.987267 3.545208
C 49 0.0125 2.163886 2.151898 1.264703 1.8824712.132544 1.677536
C 50 0.0125 2.157594 1.934761 3.049926 2.2332431.926844 3.544107
C 51 0.0125 1.889687 2.223925 1.571492 1.9548442.239172 1.075990
